Bodmer8Reading,Relation,DifferingReading
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@πρώτου,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.lemmata.13@πρώτου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.14@τῆς ἐπιφανείας[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.14@τῆ ἐπιφανεία[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.15@ταῖς,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.15@τῆς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἐπεζεύγμεναι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.1@ἐπιζευγνύμεναι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ΒΖ ΔΘ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.1@ΒΖΔΘ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@περιγεγραμμένον,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.1@περιγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@περιγεγραμμένον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.1@ἐγγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἐγγεγραμμένον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.1@περιγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.1@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἄλληλας,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.1@ἄλληλα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.6@κορυφὴ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.6@κορυφὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.6@κορυφὴ,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.6@κορυφὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.7@ὡστε,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.7@ἔστω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἐστὶ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.lemmata.10@ἐστὶν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@καὶ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.11@ἴσον[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@τὴν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.lemmata.11@τὰς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΡΗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.11@ΒΗ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@πᾶσι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.11@πάσαις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@πρώτου,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.lemmata.13@πρώτου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.14@τῆς ἐπιφανείας[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.lemmata.14@τῆ ἐπιφανεία[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.15@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.15@τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.15@ἐστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.15@ἐστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@κατεσκευασμένοις,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.1@κατεσκευασμένοις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@κατεσκευασμένοις,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.1@κατεσκευασμένα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἐπὶ δὲ,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.1@ἐπὶ δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἀλλήλοις,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.1@ἀλλήλοις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἀλλήλοις,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.1@ἀλλήλαις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ΝΣ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.1@Ν ἴσος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.1@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@τὸ αὐτὸ,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.1@τὸ αὐτὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.2@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.2@τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.2@ὡς,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.2@ὡς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.2@ὡς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.2@ἔστω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.2@ὅμοιόν ἐστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.2@ὅμοιον εἶναι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.2@τὸ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.2@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.2@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.2@τοῦ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.4@γὰρ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.4@γὰρ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.4@γὰρ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.4@γίνεται
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.6@κορυφὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.6@κορυφὴν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.7@ὡστε,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.7@ἔστω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΘΖ ΚΙ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.8@ΘΗ ΔΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@οὕτως[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.8@οὗ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΖΛ[1],agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.8@ΖΛ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΖΛ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.8@ΖΔ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@οὕτως[4],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.8@οὗ[4]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@τοῦ βάσιν μὲν ἔχοντος,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.8@τῶ βάσιν μὲν ἔχοντι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@βάσεις,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.8@βάσις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἐστὶ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.10@ἐστὶν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΝΜ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.11@ΗΜ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΝΧΜ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.11@ΗΜΧ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΜΝ ΖΗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.lemmata.11@ΜΗ ΖΝ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΧΚ ΓΛ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.lemmata.11@ΧΚ ΓΛ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@καὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.11@ἴσον τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@πρώτου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.13@πρὸ τούτου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.14@τῆς ἐπιφανείας[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.lemmata.14@τῆ ἐπιφανεία[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.15@παράλληλαι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.15@παράλληλοι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἐστὶ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.lemmata.10@ἐστὶν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ἔστω,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.lemmata.11@ἔστω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΜΝ ΖΗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.11@ΜΗ ΖΝ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΧΚ ΓΛ,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.lemmata.11@ΧΚ ΓΛ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ἐγγειμένω,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.11@ἐκκειμένω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@πρώτου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.lemmata.13@πρὸ τούτου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.14@δύνατε,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.14@δύναται
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.15@ΖΞ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.15@ΖΘ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@περιγεγραμμένον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.1@ἐγγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἄλληλας,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.1@ἄλληλας
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@Β,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.1@Β
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.1@τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.3@Η,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.3@Θ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.3@Η,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.3@Θ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.3@ΑΒ ΓΔ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.3@ΑΓ ΒΔ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.3@τὸ σχῆμα,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.3@τὸ σχῆμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.3@τὸ σχῆμα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.3@σχήματα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.3@ἡ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.3@εἰ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.3@ἡ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.3@εἰ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.6@περιφάνεια,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.6@περιφέρεια
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.7@ΛΜ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.7@Μ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΘΖ ΚΙ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.8@ΘΗ ΔΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@οὕτως[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.8@οὗ[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΖΛ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.8@ΖΔ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@τοῦ βάσιν μὲν ἔχοντος,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.8@τοῦ βάσιν μὲν ἔχοντος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@τοῦ βάσιν μὲν ἔχοντος,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.8@τῶ βάσιν μὲν ἔχοντι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.8@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@ἐπιγνύουσαι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.9@ἐπιζευγνύουσαι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἐστὶ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.lemmata.10@ἐστὶν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ἔστω,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.lemmata.11@ἔστω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΜΝ ΖΗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.lemmata.11@ΜΗ ΖΝ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΧΚ ΓΛ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.11@ΧΚΓΙ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.12@ἡ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.12@ἤ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.12@ἡ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.12@ἤ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@πρώτου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.lemmata.13@πρὸ τούτου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.14@ὁ κύκλος ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.14@ἐστὶν ὁ κύκλος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.15@ΖΕ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.lemmata.15@ΖΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.0@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.0@τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἐγγεγραμμένον,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.1@ἐγγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἐστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.1@ἐστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἄλληλας,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.1@ἄλληλα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@Β,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.1@Ο
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.7@οὕτως[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.7@οὗ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.7@οὕτως[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.7@οὗ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.7@ΛΜ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.7@Μ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΖΛ[2],agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.8@ΖΛ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΖΛ[2],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.8@ΖΛ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΖΛ[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.8@ΖΔ[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΖΛ[3],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.8@ΖΛ[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ἴση,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.corollaries.8@ἴσον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@περίλημμα,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.8@περίλημμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@περίλημμα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.8@περίλειμμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@παραλλήλω,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.8@παραλλήλων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΑΖ ΗΒ ΛΓ,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.8@ΑΖ ΗΒ ΛΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΑΖ ΗΒ ΛΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.8@ΑΖΗΒΘΛΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.9@τῶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@ἐπιγνύουσαι,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.9@ἐπιγνύουσαι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@ἐπιγνύουσαι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.9@ἐπιζευγνύουσαι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@ἐπιφανιῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.9@ἐπιφανειῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@οὕτω[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.9@οὗ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ΑΒΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.10@ΑΒΓΔ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ἔστω,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.11@ἔστω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΜΝ ΖΗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.lemmata.11@ΜΗ ΖΝ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΧΚ ΓΛ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.lemmata.11@ΧΚΓΙ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.12@ἔστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.12@ἔστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@οὓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.13@οὕτως
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.14@τεινα,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.14@τινα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.15@ΖΕ,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.lemmata.15@ΖΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.16@αὕτη,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.16@ἐν τῆ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.0@τοῦτέστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.0@τουτέστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@ἐστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.1@ἐστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@Β,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.1@Β
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.1@κώναι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.1@κώνων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.3@ΗΚ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.3@Κ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.3@ἔλασσον ἐστὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.3@ἔλασσόν ἐστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.4@τῆς,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.4@τῆς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.4@τῆς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.4@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.5@ΑΓΕΖΔΗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.5@ΑΓΕΘΖΔΗ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.5@ΜΗΞ,disagrees,"urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.5@Μ, Ν, Ξ"
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.7@ὡστε,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.7@ὡστε
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@οὕτως[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.8@οὗ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΖΛ[1],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.corollaries.8@ΖΛ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΖΛ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.corollaries.8@ΖΔ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@τοῦ βάσιν μὲν ἔχοντος,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.corollaries.8@τοῦ βάσιν μὲν ἔχοντος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@τοῦ βάσιν μὲν ἔχοντος,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.corollaries.8@τῶ βάσιν μὲν ἔχοντι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@τὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.corollaries.9@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@ἐπιγνύουσαι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.9@ἐπιζευγνύουσαι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@εἰσὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.10@εἰσὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ἔστω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.lemmata.11@ἐστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΜΝ ΖΗ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.lemmata.11@ΜΝ ΖΗ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@τῆ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.lemmata.11@τῆ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@ΧΚ ΓΛ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.lemmata.11@ΧΚΓΙ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.12@ἐγγεγραμμένω,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.12@ἐγγεγραμμένον
