Bodmer8Reading,Relation,DifferingReading
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@ἄρα[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.12@οὖν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@ἄρα[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.12@οὖν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@τῶν παραλληλογράμμων,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.12@τὰ παραλληλόγραμμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@τὰ παραλληλόγραμμα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.12@τῶν παραλληλογράμμων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσις[3],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.12@βάσις[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@ἐστι[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.12@ἐστιν[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσις[5],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.12@βάσεις[5]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσις[6],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.12@βάσεις[6]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@παραλληλόγραμμα,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.12@παραλληλόγραμμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@λοιπὸν,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.12@λοιπὸν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@εἰσι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.12@εἰσιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@τῶν παραλληλογράμμων,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.12@τὰ παραλληλόγραμμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@τὰ παραλληλόγραμμα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.12@τῶν παραλληλογράμμων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσις[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.12@βάσεις[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσις[5],agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.12@βάσις[5]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσις[6],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.12@βάσεις[6]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@ΑΔ ΓΒ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.12@ΑΓΔΒ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@ΑΒΓ ΔΖ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.12@ΑΕΒ ΓΖΘ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@εὐθεῖα,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.12@εὐθεῖα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@παραλληλογράμου[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.12@παραλληλογράμμου[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@τῶν παραλληλογράμμων,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.12@τὰ παραλληλόγραμμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@τὰ παραλληλόγραμμα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.12@τῶν παραλληλογράμμων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσις[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.12@βάσεις[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@ΑΔ ΓΒ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.12@ΑΓΔΒ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@λοιπὸν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.12@λοιπὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@εἶναι,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.13@εἶναι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@τῆς ΑΒΓ περιφερείας,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.13@τὴν ΑΒΓ περιφέρειαν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@σχήματος,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.13@σχήματος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστὶ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.13@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@πρὸς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ΤΔΡ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@ΤΔ ΡΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.14@ἐστὶν[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστί,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.14@ἐστίν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἔχει,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.14@ἔχειν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[5],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.14@ἔστω[5]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ὅς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.14@ὅ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένω,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@ἐγγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσις[6],agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.12@βάσις[6]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@παραλληλόγραμμα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.12@παραλληλογράμμω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.12@τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@εἰσι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.13@εἰσιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.13@ἐστιν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@περιφέρειας,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.13@περιφέρειαν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστι[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.13@ἐστιν[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@ἐστὶν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@τοῦ κέντρου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.14@τῶν κέντρων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@οὕ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@οὕτως[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.14@ἐστὶν[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ΖΡΛ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@ΖΛΡ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.14@ἐστιν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@τοῦ παραλληλογράμου,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@τῶν παραλληλογράμμων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.14@ἐστιν[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.13@ἐστιν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@τῆς ΑΒΓ περιφερείας,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.13@τῆς ΑΒΓ περιφερείας
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@εἰσὶ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.13@εἰσὶν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@σχήματος,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.13@τμήματος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστι[4],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.13@ἐστι[4]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.13@ἐστὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.14@ἐστιν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶν[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@ἐστὶ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[3],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.14@ἐστὶ[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστί,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.14@ἐστίν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.14@ἐστιν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[5],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.14@ἔστω[5]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ὅς,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.14@ὅς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.14@ἐστιν[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.13@ἐστιν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@τῆς ΑΒΓ περιφερείας,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.13@τῆς ΑΒΓ περιφερείας
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@σχήματος,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.13@τμήματος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.13@ἐστὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[1],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.14@ἐστι[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@τοῦ κέντρου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.14@τῶν κέντρων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστί,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.14@ἐστί
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστί,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.14@ἐστίν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἔχει,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.14@ἔχειν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ὅς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.14@ὅ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@τὴν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@τὸν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.13@ἐστιν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@τῆς ΑΒΓ περιφερείας,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.13@τὴν ΑΒΓ περιφέρειαν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστι[3],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.13@ἐστι[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶν[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@ἐστὶ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@εἰσὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@εἰσὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[2],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.14@ἐστὶ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@οὕ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@οὕτως[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστί,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.14@ἐστίν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἔχει,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.14@ἔχειν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[5],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.14@ἔστω[5]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ὅς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.14@ὅ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐναλάξ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@ἐναλλάξ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.13@ἐστιν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@τῆς ΑΒΓ περιφερείας,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.13@τὴν ΑΒΓ περιφέρειαν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@εἶναι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.13@εἰσίν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ΑΕ ΕΒ ΒΖ ΖΓ,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.13@ΑΕ ΕΒ ΒΖ ΖΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἰσοκελῆ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.13@ἰσοσκελῆ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.13@ἐστὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@εἶναι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.13@εἰσίν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ΑΕ ΕΒ ΒΖ ΖΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.13@ΑΕΒ ΒΖΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@σχήματος,agrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.13@σχήματος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἐστι[4],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.13@ἐστιν[4]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ΤΔΖ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@ΤΔ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ΖΗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.14@πρὸς Η
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.14@ἐστὶν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.14@ἐστιν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[5],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.14@ἔστω[5]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[3],agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.14@ἐστι[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶ[5],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.14@ἔστω[5]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[3],agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.14@ἐστι[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστι[3],agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.14@ἐστι[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐστι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.15@ἐστιν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἔχει[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.15@ἔχειν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐλάσσω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.15@ἐλάσσονα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.17@ἐστὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.17@ἐστὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.18@ἐστὶ[1],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.18@ἐστὶ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.1@ἄξουσι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.1@ἄξοσιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.2@τοῦ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.2@τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΝΘΚ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.3@ΗΘΚ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐστι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.15@ἐστιν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐλάσσω,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.15@ἐλάσσω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.16@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.16@εἶναι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.17@παράλληλόν ἐστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.propositions.17@παράλληλον εἶναι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.18@ἐστὶ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.18@ἐστὶν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.1@ὕψεσιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.1@ὕψεσι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ἠγμένην,agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.lemmata.3@ἠγμένην
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ἠγμένην,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.3@ἠγμένη
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ἐστι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.3@ἐστιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΑΒ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.3@ΑΒΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΑΒΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.3@ΑΒΓΔ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.4@ὁ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ΒΔ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.lemmata.5@ΒΑ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.6@ΑΕΖ ΒΗΘ ΓΜΝ ΔΛ ΚΑ,agrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.6@ΑΕΖ ΒΗΘ ΓΜΝ ΔΛ ΚΑ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.6@εἰσι,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.6@εἰσιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐστι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.15@ἐστιν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐστι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.15@ἐστιν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐστι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.15@ἐστιν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@περιγεγραμμένη,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.propositions.15@περιγεγραμμένω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.2@κάθετον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.lemmata.2@καθέτω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.2@κάθετον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.lemmata.2@καθέτω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@τῆ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.4@τῆς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.lemmata.5@τῆ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.6@ΗΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msJ:1.lemmata.6@ΚΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐστι[2],agrees,urn:cts:greekLit:tlg0552.tlg001.msA:1.propositions.15@ἐστι[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐστι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msF:1.propositions.15@ἐστιν[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@περιγεγραμμένη,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.15@περιγεγραμμένω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.18@ἐστὶ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.propositions.18@ἐστὶν[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.1@ἐισί,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.1@ἐισίν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.2@κάθετον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msC:1.lemmata.2@καθέτω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.2@λόγον ἔχει,disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.2@ἔχει λόγον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@οὗ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.3@οὕτως[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@οὗ[4],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.3@οὕτως[4]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@οὗ[7],disagrees,urn:cts:greekLit:tlg0552.tlg001.Heiberg:1.lemmata.3@οὕτως[7]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@ἐστι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msB:1.propositions.15@ἐστιν[2]
