Bodmer8Reading,Relation,DifferingReading
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.2@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.2@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.2@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.2@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.5@τῶ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.5@τὸ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.6@ἔχον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.6@ἔχων
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@θεωρημάτων,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:2.preface@θεορημάτων
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ὡς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.2@ὁ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:2.propositions.5@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:2.propositions.5@τὰ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΑΓΒ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.5@ΑΒΓ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ἄλλω[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.5@ἄλλο[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@δὶς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.7@δύο
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.9@δὲ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.9@δὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.9@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.9@τῶ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.9@μεῖζον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.9@μείζων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.postulates.5@πολυγώνου,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.postulates.5@πολυγώνου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[4],agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.12@βάσεις[4]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@κοιναὶ,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.13@κοιναὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐχέτω,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.14@ἐχέτω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.3@ΗΞ,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.3@ΗΞ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.6@περιλείμματα[1],agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.6@περιλείμματα[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@ἡ,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.13@ἡ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΕΘ,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.3@ΕΘ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ἀφαιρεθῆ,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.5@ἀφαιρεθῆ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@ΜΗ,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.8@ΜΗ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@ὅλαι,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.9@ὅλαι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.11@κύκλος,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.11@κύκλος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.5@τῶ[2],agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.5@τῶ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@γενηθὲν,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.9@γενηθὲν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@δεῖ ὅτι,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.8b@δεῖ ὅτι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.postulates.5@πολυγώνου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.postulates.5@πολυγόνου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.4@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.4@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.9@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.9@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ἐστὶν[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.10@ἐστὶ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@τῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.10@τοῦ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ἐστὶν[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.10@ἐστὶ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@ἀπολείμματα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.11@ἀπολίμματα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@κοῖλαι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.12@κοῖλα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[4],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.12@βάσις[4]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.13@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.14@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@δὲ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.14@δὴ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.15@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.18@γνώμονι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.18@γνώμωνι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΔΘ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.3@ΕΘ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ἔχων,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.3@ἔχον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@τοῦτο καὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.4@τούτοις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ἀφαιρεθῆ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.5@ἀφηρεθῆ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ΕΒΔΖ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.5@ΕΒΖΔ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@περιλείμματι[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.5@περιλήμματι[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.1@καὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.1@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.4@παραδέδοται,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.4@παραδέδωται
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@περιληφθέν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.10@περιλειφθέν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ἐστὶν[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.10@ἐστὶ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@τῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.10@τοῦ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@περιλειμμάτων[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.11@περιλημμάτων[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@περιλειμμάτων[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.11@περιλημμάτων[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἔλασσον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.13@ἐλάσσων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@δὲ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.14@δὴ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένον[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.14@γεγραμμένον[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.14@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@τὸν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.15@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.1@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.1@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@κώνων,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.3@κόνων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΜΝΞ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.3@ΝΜΞ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@περιλείμματι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.4@περιλήμματι[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ἰσοσκελῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.5@ἰσκελῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@περιλείμματι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.5@περιλίμματι[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@περιλείμματι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.5@περιλήμματι[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.12@τούτω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.12@τοῦτο
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.13@μεῖζον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.13@μείζων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@τομέως,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.14@τόμευς
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@διότι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.preface@δὴ ὅτι
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.1@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:2.propositions.1@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ὁ Ν κώνος,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.2@κώνος ὁ Ν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΩΦ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.5@ΟΦ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@ἔχη,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.7@ἔχειν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.axioms.3@ἔχουσιν,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.axioms.3@ἔχουσιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.1@καὶ,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.1@καὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἔλασσον,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.10@ἔλασσον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.12@τῶν,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.12@τῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.13@μεῖζον,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.13@μεῖζον
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@θεωρημάτων,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.preface@θεωρημάτων
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.1@ἡμιόλιος,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.1@ἡμιόλιος
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.2@ἔστω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.2@ὥστε
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.4@παραδέδοται,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.4@παραδέδωται
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.7@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.7@τῶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ἐστὶν[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.10@ἐστὶ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@τῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.10@τοῦ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ΒΔΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.10@ΔΒΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@ἀπολείμματα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.11@ἀπολίμματα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.12@βάσις[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@κοιναὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.13@κοναὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@τραπεζίου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.13@τραπεζείου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένον[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.14@γεγραμμένον[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένον[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.14@γεγραμμένον[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.14@ἐγγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.15@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.18@γνώμονι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.18@γνώμωνι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΘΔ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.3@ΘΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ἔχων,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.3@ἔχον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@περιλείμματι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.4@περιλήμματι[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@περιλείμματι[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.4@περιλήμματι[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ἀφαιρεθῆ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.5@ἀφηρεθῆ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@περιλείμματι[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.5@περιλίμματι[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.7@ἔχον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.7@ἔχων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@ὀρθῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.8@ὀρθὸν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@ὀρθῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.8@ὀρθὸν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@οὗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.8@ὁ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@ΜΗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.8@ΗΜ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@δὲ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.9@δὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@δὲ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.9@δὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@δύνανται,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.9@δύναται
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@ὅλαι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.9@ὅλοι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἔλασσον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.10@ἐλάσσων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἔλασσον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.10@ἐλάσσων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.10@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@τὸ περιεχόμενον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.11@τοῦ περιεχομένου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@περιλείμματα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.11@περιλίμματα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@περιλείμματα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.11@περιλήμματα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.12@τῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.12@τὸν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.14@ἐπιζευγνυούσαις,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.14@ἐπιγνυούσαις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.2@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.2@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.5@τῶ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.5@τὸ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.6@ἔχον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.6@ἔχων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.6@ἔχον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.6@ἔχων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@τῆ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.8@τὴν
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@κόνωνι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.preface@κώνωνι
urn:cts:greekLit:tlg0552.tlg001.cb8:2.preface@διότι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:2.preface@δὴ ὅτι
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.1@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.1@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ΒΖΚ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.2@ΒΖ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΩΦ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.5@ΟΦ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ὅμοιος,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.5@ὁμοίως
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΩΦ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:2.propositions.5@ΟΦ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ἄλλω[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:2.propositions.5@ἄλλο[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@ἔχη,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.7@ἔχει
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.8b@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.8b@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.preface@περὶ,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.preface@περὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένω,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.14@ἐγγεγραμμένω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.4@ἐστὶν,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.4@ἐστὶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@περιλελειμμένον,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.11@περιλελειμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@ἐπιζευγνυούσαις,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.13@ἐπιζευγνυούσαις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.13@μεῖζον,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.13@μεῖζον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.2@ἔστω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.2@ὥστε
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.6@περιλείμματα[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.6@περιλίμματα[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@περιληφθέν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.10@περιλειφθέν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ἡμισείας,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.10@ἡμισίας
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@τῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.10@τοῦ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@περιλειμμάτων[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.11@περιλημμάτων[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.12@βάσις[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἔλασσον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.13@ἐλάσσων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@δὲ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.14@δὴ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένον[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.14@γεγραμμένον[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.14@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@τὸν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.15@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.1@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.1@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ὥς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.3@ὥστε
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@περιλείμματι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.4@περιλήμματι[2]
