Bodmer8Reading,Relation,DifferingReading
urn:cts:greekLit:tlg0552.tlg001.cb8:1.preface@μαθημάτων,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.preface@μαθημάτων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[2],agrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.12@βάσεις[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@κοινὰ,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.12@κοινὰ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.4@παραδέδοται,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.4@παραδέδοται
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.6@περιλείμματα[1],agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.6@περιλείμματα[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@ἐπιζευγνυούσαις,agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.13@ἐπιζευγνυούσαις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΔΘ,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.3@ΔΘ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@ΜΗ,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.8@ΜΗ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@δύναται,agrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.9@δύναται
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.10@ἲσον,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.10@ἲσον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.5@τῶ[1],agrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.5@τῶ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.6@ἔχον,agrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.6@ἔχον
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.9@μεῖζον,agrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.9@μεῖζον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.postulates.2@ἔχωσιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.postulates.2@ἔχουσιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.2@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.2@τὰ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.3@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.3@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.3@ΗΞ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.3@ΝΞ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.6@ἀπολείμματα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.6@ἀπολίμματα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.6@περιλείμματα[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.6@περιλίμματα[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.9@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.9@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@δὲ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.10@δὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@λελείφθω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.10@λελίφθω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@περιλειμμάτων[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.11@περιλημμάτων[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@περιλειμμάτων[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.11@περιλημμάτων[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.12@βάσις[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.12@βάσις[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@ἔλασσον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.13@ἐλάσσων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@δὲ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.14@δὴ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.15@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.18@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.18@τῶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.1@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.1@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ὥς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.3@ὥστε
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@περιλείμματι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.4@περιλήμματι[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ἰσοσκελῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.5@ἰσκελῶν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ὁμοίως,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.5@ὁμοίω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.7@ΞΒ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.7@ΒΞ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@σχήματι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.8@τμήματι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@σχήματι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.8@τμήματι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.8@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@τὰς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.8@τῆς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@περίλειμμα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.8@περίλημμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΑΕΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.8@ΕΑΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΑΕΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.8@ΕΑΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.9@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@γενηθὲν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.9@γεννηθὲν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@γίνεται,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.9@γὰρ ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@γεγραμμένον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.9@ἐγγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@γεγραμμένον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.9@ἐγγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.10@ἲσον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.10@ἴσας
urn:cts:greekLit:tlg0552.tlg001.cb8:1.postulates.4@ἀνίσους,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.postulates.4@ἀνίσας
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.2@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.2@τὰ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.3@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.3@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.4@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.4@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@δὲ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.10@δὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@λελείφθω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.10@λελίφθω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ἐστὶν[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.10@ἐστὶ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@περιλειμμάτων[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.11@περιλημμάτων[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@περιλειμμάτων[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.11@περιλημμάτων[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.12@βάσις[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.12@βάσις[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.13@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐχέτω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.14@ἔχετο
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.14@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@δὲ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.14@δὴ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΔΘ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.3@ΕΘ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ὥς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.3@ὥστε
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@τοῦτο καὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.4@τούτοις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ΕΒΔΖ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.5@ΕΒΖΔ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.7@ἔχον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.7@ἔχων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@τῆ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.8@τὴν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@σχήματι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.8@τμήματι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.8@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@τὰς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.8@τῆς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@περίλειμμα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.8@περίλημμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@περίλειμμα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.8@περίλιμμα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.8@ΑΕΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.8@ΕΑΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.9@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@γίνεται,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.9@γὰρ ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@λήμμασιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.corollaries.9@λήμμασι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.9@γεγραμμένον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.corollaries.9@ἐγγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.11@κύκλος,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.11@κύκλον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.12@τῶ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.12@τὸ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.12@τῶ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.12@τὸ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.postulates.4@ἀνίσους,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.postulates.4@ἀνίσας
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.2@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.2@τὰ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.9@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.9@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@δὲ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.10@δὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@λελείφθω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.10@λελίφθω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ΒΔΓ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.10@ΔΒΓ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@ἀπολείμματα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.11@ἀπολίμματα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.12@βάσις[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@κοιναὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.13@κοναὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@τραπεζίου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.13@τραπεζείου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένον[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.14@γεγραμμένον[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένον[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.14@γεγραμμένον[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐγγεγραμμένω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.14@ἐγγεγραμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.15@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.18@γνώμονι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.18@γνώμωνι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΘΔ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.3@ΘΕ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ΜΝΞ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.3@ΝΜΞ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@περιλείμματι[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.4@περιλήμματι[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@περιλείμματι[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.4@περιλήμματι[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ἀφαιρεθῆ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.5@ἀφηρεθῆ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@περιλείμματι[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.5@περιλήμματι[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@περιλείμματι[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.5@περιλίμματι[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.7@ἔχον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.7@ἔχων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.7@ΞΒ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.7@ΒΞ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.13@μεῖζον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.13@μείζων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@τομέως,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.corollaries.14@τόμευς
urn:cts:greekLit:tlg0552.tlg001.cb8:1.corollaries.14@τομέως,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.corollaries.14@τόμευς
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.2@ὡς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.2@ὁ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.5@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:2.propositions.5@τὰ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ΑΓΒ[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.5@ΑΒΓ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.5@ἄλλω[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.5@ἄλλο[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.7@δὶς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.7@δύο
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.9@δὲ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:2.propositions.9@δὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:2.propositions.9@μεῖζον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:2.propositions.9@μείζων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.postulates.5@πολυγώνου,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.postulates.5@πολυγόνου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.3@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.3@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.4@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.4@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.9@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.9@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ἐστὶν[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.10@ἐστὶ[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@λελείφθω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.10@λελίφθω
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.10@ἐστὶν[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.10@ἐστὶ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@περιλειμμάτων[1],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.11@περιλημμάτων[1]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.11@περιλειμμάτων[3],disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.propositions.11@περιλημμάτων[3]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@κοῖλαι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.12@κοῖλα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.propositions.12@βάσις[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.12@βάσεις[4],disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.propositions.12@βάσις[4]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.13@δὴ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.13@δὲ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@ἐχέτω,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.14@εἴχετο
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@τῶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.14@τὸ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.14@δὲ[2],disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.14@δὴ[2]
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.15@τουτέστιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.15@τουτέστι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.propositions.18@τὸ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.propositions.18@τῶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@κώνων,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.3@κόνων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.3@ὥς,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.3@ὥστε
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.4@τοῦτο καὶ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.4@τούτοις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.5@ΕΒΔΖ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.5@ΕΒΖΔ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@ὀρθῶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.8@ὀρθὸν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@οὗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.8@ὁ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@οὗ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.8@ὁ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.8@συμβάλλουσιν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.8@συμβάλουσιν
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@δὲ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.9@δὴ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@δύνανται,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.9@δύναται
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@ὅλαι,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.9@ὅλοι
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.9@δύναται,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.9@δύνανται
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἔλασσον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.10@ἐλάσσων
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.10@ἐστὶν,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.10@ἐστὶ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@περιλελειμμένον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.11@περιλελιμμένον
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@τὸ περιεχόμενον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.11@τοῦ περιεχομένου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@τὸ περιεχόμενον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msH:1.lemmata.11@τοῦ περιεχομένου
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.11@περιλείμματα,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.11@περιλήμματα
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@ἡ,disagrees,urn:cts:greekLit:tlg0552.tlg001.msG:1.lemmata.13@ὁ
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.13@ἐπιζευγνυούσαις,disagrees,urn:cts:greekLit:tlg0552.tlg001.msE:1.lemmata.13@ἐπιγνυούσαις
urn:cts:greekLit:tlg0552.tlg001.cb8:1.lemmata.16@μεῖζον,disagrees,urn:cts:greekLit:tlg0552.tlg001.msD:1.lemmata.16@μείζων
