"urn:cite:ecod:codbod8","Cologny, Fondation Martin Bodmer, Cod. Bodmer 8 (www.e-codices.unifr.ch)","/project/homer/pyramidal/CodBod8",codbod8_Caption,codbod8_Rights
"urn:cite:ap:apimg","Freely licensed images from the Archimedes Palimpsest project","/project/palimpsest/pyramids",apimg_Caption,apimg_Rights
