Place,Label,PleiadesId
urn:cite:ap:place.place1,"Syracuse. In Sicily; birthplace of Archimedes",pleiades.stoa.org/places/462503

			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
			
