Observation,Feature,ImageReference,Comments
urn:cite:hcmid:cb8paleo.1,"alpha","urn:cite:ecod:codbod8.cb-0008_001r@0.1102,0.2261,0.017,0.0203","cursive alpha with smooth breathing"
