CodBod8 Diagram ID, Heiberg Diagram  ID
"CodBod8_trace029:line(Η,Μ)",""
"CodBod8_trace029:circle(M)",""
"CodBod8_trace029:circle(Λ)",""
"CodBod8_trace029:circle(Ξ)",""
"CodBod8_trace029:circle(Ν)",""
"CodBod8_trace030:circle(Α,Β,Γ,Δ,Κ)","circle(Α,Β,Γ,Δ,Κ)"
"CodBod8_trace030:polygon(Δ,Ζ,Θ,Κ)","polygon(Δ,Ε,Ζ,Η,Θ,Κ)"
"CodBod8_trace030:circle(Ζ,Θ)","circle(Ε,Ζ,Η,Θ)"
"CodBod8_trace030:line(Α)","line(Α,Ε)"
"CodBod8_trace030:line(Α,Γ)","line(Α,Γ)"
"CodBod8_trace030:line(Γ)","line(Γ,Η)"
"CodBod8_trace030:line(Β,Ζ)","line(Β,Ζ)"
"CodBod8_trace030:line(Β,Θ)","line(Β,Θ)"
"CodBod8_trace030:line(Δ,Κ)","line(Δ,Κ)"
"CodBod8_trace030:line(Δ)",""
"CodBod8_trace030:line(Κ)",""
"CodBod8_trace031:circle(Ε,Ζ,Θ,Κ)","circle(Ε,Ζ,Η,Θ,Κ)"
"CodBod8_trace031:polygon(Ε,Ζ,Θ,Κ,Σ)","polygon(Ε,Ζ,Η,Θ,Κ,Μ)"
"CodBod8_trace031:circle(Α,Γ,Σ)","circle(Α,Β,Γ,Δ,Μ)"
"CodBod8_trace031:circle(Λ)","circle(Λ)"
"CodBod8_trace031:line(Σ,Χ)","line(Μ,Χ)"
"CodBod8_trace031:line(Θ,Κ)","line(Θ,Κ)"
"CodBod8_trace031:line(Α,Ε)","line(Α,Ε)"
"CodBod8_trace031:line(Α,Χ)","line(Α,Χ)"
"CodBod8_trace031:line(Γ,Χ)","line(Γ,Χ)"
"CodBod8_trace031:line(Γ,Η)","line(Γ)"
"CodBod8_trace031:line(Ζ)","line(Β,Ζ)"
"CodBod8_trace031:line(Χ)[1]","line(Β,Χ)"
"CodBod8_trace031:line(Χ)[2]","line(Δ,Χ)"
"CodBod8_trace031:line(Θ)","line(Δ,Θ)"
"CodBod8_trace032:circle(Ν)","circle(Ν)"
"CodBod8_trace032:circle(Ο)","circle(Ο)"
"CodBod8_trace032:circle(Ξ)","circle(Ξ)"
"CodBod8_trace032:circle(Μ)","circle(Μ)"
"CodBod8_trace032:circle(Α,Β,Γ,Δ,Κ,Σ)","circle(Α,Β,Γ,Δ,Κ)"
"CodBod8_trace032:polygon(Α,Β,Γ,Δ,Κ,Π)","polygon(Α,Β,Γ,Δ,Κ)"
"CodBod8_trace032:polygon(Ε,Θ,Λ,Ν,Σ)","polygon(Ε,Ζ,Η,Θ,Λ)"
"CodBod8_trace032:line(Α,Γ)","line(Α,Γ)"
"CodBod8_trace032:line(Β,Δ)","line(Β,Δ)"
"CodBod8_trace032:line(Δ,Θ)","line(Δ,Θ)"
